#	start	RT
1	900000	0.2
1	1100000	0.2
1	1300000	0.2
1	1500000	0.2
1	1700000	0.2
1	1900000	0.2
1	2100000	0
1	2300000	0
1	2500000	0
1	2700000	0
1	2900000	0
1	3100000	0
1	3300000	0.2
1	3500000	0.2
1	3700000	0.2
1	3900000	0.2
1	4100000	0
1	4300000	0
1	4500000	0
1	4700000	0
1	4900000	0
1	5100000	0
1	5300000	0
1	5500000	0
1	5700000	0.028571429
1	5900000	0.585714286
1	6100000	0.7
1	6300000	0.7
1	6500000	0.7
1	6700000	0.7
1	6900000	0.7
1	7100000	0.7
1	7300000	0.4
1	7500000	0.371428571
1	7700000	0.9
1	7900000	1
1	8100000	1
1	8300000	1
1	8500000	1
1	8700000	1
1	8900000	1
1	9100000	1
1	9300000	1
1	9500000	1
1	9700000	1
1	9900000	1
1	10100000	1
1	10300000	1
1	10500000	1
1	10700000	1
1	10900000	1
1	11100000	1
1	11300000	1
1	11500000	1
1	11700000	1
1	11900000	1
1	12100000	1
1	12300000	1
1	12500000	1
1	12700000	1
1	12900000	0.75
1	13100000	0.75
1	13300000	0.257142857
1	13500000	0.257142857
1	13700000	0.057142857
1	13900000	0.057142857
1	14100000	0.057142857
1	14300000	0.085714286
1	14500000	0.285714286
1	14700000	0.085714286
1	14900000	0.242857143
1	15100000	0.571428571
1	15300000	0.8
1	15500000	0.8
1	15700000	0.8
1	15900000	0.8
1	16100000	0.8
1	16300000	0.8
1	16500000	0.8
1	16700000	0.8
1	16900000	0.8
1	17100000	0.8
1	17300000	0.8
1	17500000	0.8
1	17700000	0.8
1	17900000	0.571428571
1	18100000	0.442857143
1	18300000	0.385714286
1	18500000	0.357142857
1	18700000	0.571428571
1	18900000	1
1	19100000	1
1	19300000	1
1	19500000	1
1	19700000	1
1	19900000	1
1	20100000	1
1	20300000	1
1	20500000	1
1	20700000	1
1	20900000	1
1	21100000	1
1	21300000	1
1	21500000	1
1	21700000	1
1	21900000	1
1	22100000	1
1	22300000	1
1	22500000	1
1	22700000	1
1	22900000	1
1	23100000	1
1	23300000	1
1	23500000	1
1	23700000	1
1	23900000	1
1	24100000	1
1	24300000	1
1	24500000	1
1	24700000	1
1	24900000	1
1	25100000	1
1	25300000	1
1	25500000	1
1	25700000	1
1	25900000	1
1	26100000	1
1	26300000	1
1	26500000	1
1	26700000	1
1	26900000	1
1	27100000	1
1	27300000	1
1	27500000	1
1	27700000	1
1	27900000	1
1	28100000	1
1	28300000	1
1	28500000	1
1	28700000	1
1	28900000	1
1	29100000	1
1	29300000	0.971428571
1	29500000	0.871428571
1	29700000	0.671428571
1	29900000	0.057142857
1	30100000	0.057142857
1	30300000	0.057142857
1	30500000	0.514285714
1	30700000	0.671428571
1	30900000	1
1	31100000	1
1	31300000	1
1	31500000	1
1	31700000	1
1	31900000	1
1	32100000	1
1	32300000	1
1	32500000	1
1	32700000	1
1	32900000	1
1	33100000	1
1	33300000	1
1	33500000	1
1	33700000	0.7
1	33900000	0.157142857
1	34100000	0
1	34300000	0
1	34500000	0.057142857
1	34700000	0.542857143
1	34900000	0.671428571
1	35100000	1
1	35300000	1
1	35500000	1
1	35700000	1
1	35900000	1
1	36100000	0.8
1	36300000	0.8
1	36500000	0.8
1	36700000	0.6
1	36900000	0.228571429
1	37100000	0.285714286
1	37300000	0.314285714
1	37500000	0.542857143
1	37700000	0.542857143
1	37900000	0.571428571
1	38100000	0.771428571
1	38300000	0.514285714
1	38500000	0.457142857
1	38700000	0.614285714
1	38900000	0.842857143
1	39100000	1
1	39300000	1
1	39500000	1
1	39700000	1
1	39900000	1
1	40100000	1
1	40300000	1
1	40500000	1
1	40700000	1
1	40900000	1
1	41100000	1
1	41300000	1
1	41500000	1
1	41700000	1
1	41900000	1
1	42100000	1
1	42300000	1
1	42500000	1
1	42700000	1
1	42900000	1
1	43100000	1
1	43300000	1
1	43500000	1
1	43700000	1
1	43900000	1
1	44100000	1
1	44300000	1
1	44500000	1
1	44700000	1
1	44900000	1
1	45100000	1
1	45300000	1
1	45500000	1
1	45700000	1
1	45900000	1
1	46100000	1
1	46300000	1
1	46500000	1
1	46700000	1
1	46900000	1
1	47100000	0.842857143
1	47300000	0.842857143
1	47500000	0.257142857
1	47700000	0.228571429
1	47900000	0
1	48100000	0
1	48300000	0
1	48500000	0
1	48700000	0
1	48900000	0
1	49100000	0
1	49300000	0
1	49500000	0
1	49700000	0
1	49900000	0
1	50100000	0
1	50300000	0.028571429
1	50500000	0.328571429
1	50700000	0.742857143
1	50900000	0.971428571
1	51100000	1
1	51300000	1
1	51500000	1
1	51700000	1
1	51900000	1
1	52100000	1
1	52300000	1
1	52500000	1
1	52700000	1
1	52900000	1
1	53100000	1
1	53300000	1
1	53500000	1
1	53700000	1
1	53900000	1
1	54100000	1
1	54300000	1
1	54500000	1
1	54700000	1
1	54900000	1
1	55100000	1
1	55300000	1
1	55500000	0.8
1	55700000	0.8
1	55900000	0.8
1	56100000	0.7
1	56300000	0.7
1	56500000	0.7
1	56700000	0.571428571
1	56900000	0.2
1	57100000	0.2
1	57300000	0
1	57500000	0
1	57700000	0
1	57900000	0
1	58100000	0
1	58300000	0
1	58500000	1
1	58700000	1
1	58900000	1
1	59100000	1
1	59300000	0.8
1	59500000	0.4
1	59700000	0.371428571
1	59900000	0.142857143
1	60100000	0
1	60300000	0.028571429
1	60500000	0.028571429
1	60700000	0.057142857
1	60900000	0.514285714
1	61100000	0.471428571
1	61300000	0.471428571
1	61500000	0.471428571
1	61700000	0.442857143
1	61900000	0.285714286
1	62100000	0.285714286
1	62300000	0.285714286
1	62500000	0.671428571
1	62700000	0.871428571
1	62900000	0.542857143
1	63100000	0.485714286
1	63300000	0.742857143
1	63500000	1
1	63700000	1
1	63900000	1
1	64100000	1
1	64300000	1
1	64500000	1
1	64700000	0.9
1	64900000	0.9
1	65100000	0.971428571
1	65300000	0.971428571
1	65500000	0.971428571
1	65700000	0.971428571
1	65900000	0.871428571
1	66100000	0.871428571
1	66300000	1
1	66500000	1
1	66700000	0.9
1	66900000	0.871428571
1	67100000	0.871428571
1	67300000	1
1	67500000	1
1	67700000	1
1	67900000	1
1	68100000	1
1	68300000	0.7
1	68500000	0.185714286
1	68700000	0.028571429
